date_week,y,x1,x2,event_1,event_2,dayofyear,t
2018-04-02,3984.662237343649,0.3185800179359486,0.0,0.0,0.0,92,0
2018-04-09,3762.8717941170457,0.1123884764420599,0.0,0.0,0.0,99,1
2018-04-16,4466.967388435149,0.2924002662869313,0.0,0.0,0.0,106,2
2018-04-23,3864.219372661741,0.0713985525750841,0.0,0.0,0.0,113,3
2018-04-30,4441.625277747415,0.3867451535946977,0.0,0.0,0.0,120,4
2018-05-07,3677.396550177613,0.0471709861239335,0.0,0.0,0.0,127,5
2018-05-14,5067.546336868544,0.4242491048456278,0.0,0.0,0.0,134,6
2018-05-21,6079.099042190235,0.3339201745242034,0.8797818351192218,0.0,0.0,141,7
2018-05-28,4954.205368585605,0.2530702847317296,0.0,0.0,0.0,148,8
2018-06-04,5865.6765762742925,0.9380544157922964,0.0,0.0,0.0,155,9
2018-06-11,5096.6330505085725,0.4252050727940623,0.0,0.0,0.0,162,10
2018-06-18,4991.542283144343,0.3631429770782352,0.0,0.0,0.0,169,11
2018-06-25,4688.584844704346,0.4414946962947031,0.0,0.0,0.0,176,12
2018-07-02,6536.34574051577,0.4231116264841024,0.9641868797648888,0.0,0.0,183,13
2018-07-09,5030.983585083329,0.3283922492206611,0.0,0.0,0.0,190,14
2018-07-16,4638.6908347231165,0.9219403026381182,0.0,0.0,0.0,197,15
2018-07-23,4209.545798370782,0.3080155122670448,0.0,0.0,0.0,204,16
2018-07-30,4876.008389071623,0.9094852261606342,0.0,0.0,0.0,211,17
2018-08-06,3906.1716890025896,0.2506986472990476,0.0,0.0,0.0,218,18
2018-08-13,3549.8621224301837,0.2364732726008092,0.0,0.0,0.0,225,19
2018-08-20,4025.433955372593,0.4031379321972751,0.0,0.0,0.0,232,20
2018-08-27,3223.306333206948,0.1471777190660976,0.0,0.0,0.0,239,21
2018-09-03,4079.652958724021,0.3630410142948742,0.0,0.0,0.0,246,22
2018-09-10,4156.435573364624,0.1470664903672677,0.0,0.0,0.0,253,23
2018-09-17,3666.877226701928,0.0946704311130968,0.0,0.0,0.0,260,24
2018-09-24,3853.549205981304,0.2592453045714739,0.0,0.0,0.0,267,25
2018-10-01,3531.4719178669834,0.0574838248809166,0.0,0.0,0.0,274,26
2018-10-08,3538.882474497524,0.0206465327906304,0.0,0.0,0.0,281,27
2018-10-15,4261.174491772023,0.1656360489849638,0.0,0.0,0.0,288,28
2018-10-22,4604.517233770198,0.2140071414995498,0.0,0.0,0.0,295,29
2018-10-29,6484.976246026463,0.3605176919784586,0.8006231655964305,0.0,0.0,302,30
2018-11-05,5090.872437599736,0.1223685558133026,0.0,0.0,0.0,309,31
2018-11-12,6500.44070674565,0.9586839529289922,0.0,0.0,0.0,316,32
2018-11-19,6434.702003197417,0.3219723439874905,0.0,0.0,0.0,323,33
2018-11-26,7288.09549866718,0.2532340551371886,0.8535269034985401,0.0,0.0,330,34
2018-12-03,5249.095623076754,0.0640119796076498,0.0,0.0,0.0,337,35
2018-12-10,4284.737104057953,0.0236553199557775,0.0,0.0,0.0,344,36
2018-12-17,5924.49679469673,0.1831645694402322,0.988597119963436,0.0,0.0,351,37
2018-12-24,7770.898864334025,0.925302244565384,0.8704751059413773,0.0,0.0,358,38
2018-12-31,6600.779460454854,0.9966581290617555,0.0,0.0,0.0,365,39
2019-01-07,6003.922922839964,0.401689634181351,0.0,0.0,0.0,7,40
2019-01-14,5660.6533288409655,0.1737454605594206,0.0,0.0,0.0,14,41
2019-01-21,5872.741931712915,0.9553726446981964,0.0,0.0,0.0,21,42
2019-01-28,6093.701781337998,0.3558894186650065,0.0,0.0,0.0,28,43
2019-02-04,3994.215758636757,0.0009291813348931,0.0,0.0,0.0,35,44
2019-02-11,4817.419326611659,0.4378156672047245,0.0,0.0,0.0,42,45
2019-02-18,7795.097809495298,0.9739763155567256,0.97486620214348,0.0,0.0,49,46
2019-02-25,6447.2216669325935,0.9779039452046228,0.0,0.0,0.0,56,47
2019-03-04,5540.679227096547,0.2481417037518173,0.0,0.0,0.0,63,48
2019-03-11,4949.832359251136,0.4056204092923351,0.0,0.0,0.0,70,49
2019-03-18,6379.898688795682,0.2490409631440019,0.9025728697123772,0.0,0.0,77,50
2019-03-25,4764.017185991239,0.0530524843764414,0.0,0.0,0.0,84,51
2019-04-01,4207.851401732056,0.0663217206588347,0.0,0.0,0.0,91,52
2019-04-08,4412.820266564049,0.0919314691185417,0.0,0.0,0.0,98,53
2019-04-15,4346.995203279954,0.2846525646827119,0.0,0.0,0.0,105,54
2019-04-22,6626.698312677127,0.3738453265433722,0.994374311652612,0.0,0.0,112,55
2019-04-29,5231.247790028053,0.3110337207908654,0.0,0.0,0.0,119,56
2019-05-06,3891.281865826965,0.0108200596299681,0.0,0.0,0.0,126,57
2019-05-13,6815.8201468315065,0.3258546929320144,0.0,1.0,0.0,133,58
2019-05-20,5047.609610987757,0.4301608270402385,0.0,0.0,0.0,140,59
2019-05-27,5292.315418181358,0.4421899993682422,0.0,0.0,0.0,147,60
2019-06-03,5238.7323938430845,0.2689190501602237,0.0,0.0,0.0,154,61
2019-06-10,4994.210218605146,0.3844068918872162,0.0,0.0,0.0,161,62
2019-06-17,4563.943101100069,0.3037807718777341,0.0,0.0,0.0,168,63
2019-06-24,4501.264804484543,0.2220924631420794,0.0,0.0,0.0,175,64
2019-07-01,5634.63844969454,0.98408701665515,0.0,0.0,0.0,182,65
2019-07-08,4823.482266871433,0.1781617534095015,0.0,0.0,0.0,189,66
2019-07-15,4053.079382567054,0.1528626150244391,0.0,0.0,0.0,196,67
2019-07-22,4489.401478341025,0.4328122093827745,0.0,0.0,0.0,203,68
2019-07-29,6196.756038172703,0.3807358924847951,0.9579822914547782,0.0,0.0,210,69
2019-08-05,3824.920231500025,0.1338108810827869,0.0,0.0,0.0,217,70
2019-08-12,3952.728448533676,0.2187159313729874,0.0,0.0,0.0,224,71
2019-08-19,5958.055092791563,0.3240346809625771,0.8860470611559919,0.0,0.0,231,72
2019-08-26,6003.891666987636,0.366676692105067,0.8419330528028328,0.0,0.0,238,73
2019-09-02,4506.606831646783,0.1502987598238525,0.0,0.0,0.0,245,74
2019-09-09,7107.86871390425,0.931123776974778,0.9125365873080448,0.0,0.0,252,75
2019-09-16,5686.193807776395,0.299199061864295,0.0,0.0,0.0,259,76
2019-09-23,4737.448085526191,0.159348189558519,0.0,0.0,0.0,266,77
2019-09-30,7010.952047870585,0.4492828357669297,0.9912325422606504,0.0,0.0,273,78
2019-10-07,4830.189853875871,0.009183071790924,0.0,0.0,0.0,280,79
2019-10-14,4771.362460057818,0.2406172946918078,0.0,0.0,0.0,287,80
2019-10-21,5998.8301484633885,0.0396552182074904,0.9558179864231228,0.0,0.0,294,81
2019-10-28,5829.018189367464,0.0682815113745723,0.9170446117167992,0.0,0.0,301,82
2019-11-04,5882.675998691713,0.2051752192727676,0.0,0.0,0.0,308,83
2019-11-11,7470.547012690224,0.4046401222557777,0.8090435195802299,0.0,0.0,315,84
2019-11-18,6745.587700705396,0.4391195191224926,0.0,0.0,0.0,322,85
2019-11-25,5989.886239259287,0.2083842401142438,0.0,0.0,0.0,329,86
2019-12-02,4756.549762115951,0.0354358814681045,0.0,0.0,0.0,336,87
2019-12-09,8312.407544391639,0.9664746973777946,0.8696014864075076,0.0,0.0,343,88
2019-12-16,6954.851763418655,0.3240291821487525,0.0,0.0,0.0,350,89
2019-12-23,8250.29234088,0.4006693253090898,0.9208528041747358,0.0,0.0,357,90
2019-12-30,5836.582430586892,0.1644248894939063,0.0,0.0,0.0,364,91
