date,brand_always_on,spring_promo,lookalike_conversions,video_product_launch,flash_sale_burst,niche_interest,broad_prospecting
2025-01-01,1888.106271968862,0.0,1036.8937280311372,0.0,0.0,800.0,0.0
2025-01-02,1667.8504133317113,0.0,682.1495866682887,0.0,0.0,675.0,0.0
2025-01-03,1561.20771489972,0.0,788.7922851002797,0.0,0.0,550.0,0.0
2025-01-04,1907.365153684232,0.0,842.6348463157678,0.0,0.0,400.0,0.0
2025-01-05,1887.2531199456703,0.0,637.74688005433,0.0,0.0,250.0,0.0
2025-01-06,2106.447568250315,0.0,818.5524317496853,0.0,0.0,300.0,0.0
2025-01-07,2727.069451369853,0.0,847.9305486301466,0.0,0.0,325.0,0.0
2025-01-08,2740.541044578459,0.0,609.458955421541,0.0,0.0,475.0,0.0
2025-01-09,2752.985519299108,0.0,872.0144807008924,0.0,0.0,500.0,0.0
2025-01-10,2692.5682067935986,0.0,882.4317932064007,0.0,0.0,525.0,0.0
2025-01-11,2151.6042533045033,127.87875983151424,845.5169868639827,0.0,0.0,425.0,0.0
2025-01-12,2254.3280559518607,367.75590625577695,877.9160377923617,0.0,0.0,575.0,0.0
2025-01-13,2600.148247074033,585.1650309527134,1264.6867219732528,0.0,0.0,525.0,0.0
2025-01-14,2667.912512680013,1150.4954362283581,1481.592051091629,0.0,0.0,525.0,0.0
2025-01-15,2136.85745176895,888.4981196458577,1399.644428585193,0.0,0.0,475.0,0.0
2025-01-16,2315.356475759445,1319.3700083283768,1340.2735159121783,0.0,0.0,475.0,0.0
2025-01-17,2257.9147545100054,991.9938920697177,1350.091353420277,0.0,0.0,625.0,0.0
2025-01-18,2019.5068198284546,973.5229194183038,1481.970260753242,0.0,0.0,800.0,0.0
2025-01-19,1693.7480089824753,949.0370755085397,1432.2149155089846,0.0,0.0,575.0,0.0
2025-01-20,1472.8855560282584,1136.8782184802344,1140.2362254915079,0.0,0.0,875.0,0.0
2025-01-21,1362.3105615086147,1084.2979197065595,1428.3915187848258,0.0,0.0,725.0,0.0
2025-01-22,1600.4412817087111,1311.35096508355,1588.2077532077394,0.0,0.0,775.0,0.0
2025-01-23,1164.6292295830388,1058.5458919146229,1301.8248785023384,0.0,0.0,575.0,0.0
2025-01-24,1616.1603142151255,1056.0039668124452,1377.8357189724297,0.0,0.0,450.0,0.0
2025-01-25,1243.7337342326393,911.0743288179991,1420.191936949362,0.0,0.0,675.0,0.0
2025-01-26,1253.6652106562644,925.7317164390934,1357.433339213643,153.01264073880145,0.0,1010.157092952198,0.0
2025-01-27,1265.894221871523,1121.3654032216991,972.9699945257908,366.2887985079242,0.0,673.4815818730626,0.0
2025-01-28,1387.6633114967253,1155.0716322826654,942.3515616070205,613.7221454824064,0.0,426.1913491311825,0.0
2025-01-29,1863.392646327527,1158.750637649247,1161.5033646054894,776.4500155127221,0.0,464.9033359050149,0.0
2025-01-30,1749.577968187201,804.1073106720978,884.8877369249263,1098.2719095971486,0.0,438.1550746186261,0.0
2025-01-31,2145.7309075207454,930.1013650638674,1080.1786275530783,1160.7537435754932,0.0,383.23535628681526,0.0
2025-02-01,2201.82163655048,703.991400403203,829.7363549455721,1013.1746918630872,0.0,476.2759162376567,0.0
2025-02-02,2178.7805324692467,753.7975401589662,888.4216823629367,1081.1611872972842,0.0,347.8390577115658,0.0
2025-02-03,2373.9159336188673,781.5853106837257,561.7730512528342,1004.6411980145955,0.0,453.0845064299775,0.0
2025-02-04,2424.112742420633,761.4590443833818,754.3490613392296,1130.791320827338,0.0,354.28783102941713,0.0
2025-02-05,2361.02296923837,495.7620505124974,733.2177701787629,1194.6924005976553,0.0,440.30480947271417,0.0
2025-02-06,3284.5773486276266,726.2251945787181,784.108747257734,826.2251385894697,0.0,353.8635709464525,0.0
2025-02-07,2714.224456441734,462.69277919744206,807.9391715691369,739.1214597950861,0.0,301.0221329966014,0.0
2025-02-08,2584.13127198976,421.26716681040375,881.8043294943012,697.6127546213401,0.0,290.18447708419427,0.0
2025-02-09,2866.1844310169754,484.4864853643952,1039.257003187259,637.9582860175266,0.0,347.11379441384304,0.0
2025-02-10,2804.9610144625904,507.09939371715575,954.3835368580268,717.2096418084443,0.0,316.34641315378184,0.0
2025-02-11,2519.36505740473,405.03869239580314,1250.3447782130293,596.538965305115,0.0,328.7125066813214,0.0
2025-02-12,2360.5563865967056,535.8156974620647,1089.0265053212736,675.420521852179,0.0,664.1808887677772,0.0
2025-02-13,2102.6544037202116,482.03464963038994,1286.9735175373337,628.4202276434111,0.0,549.9172014686524,0.0
2025-02-14,1761.0479768153998,471.8135727289608,1433.995040319861,605.8234718112062,0.0,477.3199383245724,0.0
2025-02-15,1712.3384316916986,388.4447288640898,1360.1205606206752,585.8085486246321,282.3558898919583,545.931840306946,0.0
2025-02-16,1701.5134799900827,707.820821135517,1559.2689371509791,622.4686914009693,822.7132834357838,586.2147868866664,0.0
2025-02-17,1558.1908625024596,685.9259967020362,1337.143476427796,355.2438477551905,2029.10175012939,559.3940664831275,0.0
2025-02-18,1257.8514409735849,479.78351611972386,1688.5593678522562,517.2881553437622,1800.500611057613,631.0169086530601,0.0
2025-02-19,1555.1304240894226,782.8098499626009,1719.663971297327,501.20663596165605,2105.88868493271,910.3004337562841,0.0
2025-02-20,1378.9342873211745,949.0750906445008,1440.3679799597865,352.07276968218883,1624.9186541527663,654.6312182395832,0.0
2025-02-21,1743.5746140099627,871.6359327798469,1695.5725643185062,414.60383759081367,1716.4455890211443,433.1674622797261,0.0
2025-02-22,1317.9198811356462,784.2246665781114,1294.8639375718833,342.64049543295255,1348.4497891517624,511.9012301296449,0.0
2025-02-23,1596.0487506030029,893.2665978153987,1550.3958633168788,424.0281208276915,1734.4201844955453,601.8404829414834,0.0
2025-02-24,1685.0827334492735,649.124545185698,1395.6779748895096,329.4722073589681,1278.013023718777,662.629515397774,0.0
2025-02-25,1633.7391308793297,685.7528168549117,783.0763275598877,468.8308853484937,1168.5952019028477,560.0056374545296,0.0
2025-02-26,2042.748592542487,684.0295131954445,804.0876613834403,463.8904138222172,1715.4457378466045,664.7980812098061,0.0
2025-02-27,2642.6416509285477,886.5492336565236,558.3710900541105,540.9538578976844,1407.0178470784772,464.46632038465737,0.0
2025-02-28,1719.7497208272055,821.9440713746163,812.2465999858324,433.91140853828085,1292.614493347709,419.53370592635457,0.0
2025-03-01,2404.319128419617,698.936533486174,708.3452866191802,396.3412681252947,763.707470243565,303.3503131061695,0.0
2025-03-02,2068.6286260514626,721.5166605427809,747.668824364974,448.765774796726,590.0169759247304,323.4031383193262,0.0
2025-03-03,2461.1455560261493,604.4120971129126,587.7522160786476,550.5283883974039,452.99600225148123,318.1657401334055,0.0
2025-03-04,2748.214161572084,563.5069239138832,772.7657279465931,481.89296104179783,168.03316877664716,265.58705674899426,0.0
2025-03-05,2872.2713145117436,686.4875207558963,612.2874490664415,619.3900700750762,151.78967490620974,332.77397068463415,0.0
2025-03-06,2080.446813350944,382.1290796027734,695.1597919146617,699.5321590679227,80.46904333007613,312.2631127336227,0.0
2025-03-07,2112.975829469949,309.8424850633657,647.2307378614571,460.01007259220967,50.6847276305792,344.2561473824387,0.0
2025-03-08,2300.8075426111864,403.08398634475395,869.3579206804021,723.4448230857982,16.796047608514254,311.509679669345,0.0
2025-03-09,2600.250111991892,457.8008810237976,931.4931529042402,642.9162275192934,10.111327341006952,282.42829921976954,0.0
2025-03-10,1965.0327930212748,399.9321259738155,1204.2635039269428,566.4090229069516,5.421009708319042,383.9415444626961,0.0
2025-03-11,2126.6070453338266,413.81330414355955,1100.3987727352512,452.33105539089723,2.366922710858172,379.4828996856071,0.0
2025-03-12,2157.429026316272,322.0815553930299,1459.3619386178818,576.7485865656533,1.9084428295020808,607.4704502776605,0.0
2025-03-13,1977.4654651776386,379.0155006687703,1969.2799446097683,644.6251925061316,1.225166986174934,453.38873005151646,0.0
2025-03-14,1679.1718524443652,376.5092192969429,1408.629829629412,528.9274105745777,0.510230417750158,381.2514576369521,0.0
2025-03-15,1818.4766260725785,492.3601003580397,1365.754654185223,432.7942182372605,0.29082666465393103,490.323574482244,0.0
2025-03-16,1489.4595392579865,356.6025985608249,1244.935985082096,447.09699080928544,0.1603758311372885,586.7445104586694,0.0
2025-03-17,1681.9244776400415,551.5811503596323,1704.3099723791279,305.97157519156855,0.16670898271042217,531.0461154469194,0.0
2025-03-18,1518.9838529995723,397.7351538130625,1605.5279775392264,219.41363135971935,0.14295956709307286,633.196424721326,0.0
2025-03-19,1184.3511728007445,198.70972050451286,1489.5671805347954,311.46101251908374,0.13794519834331345,490.7729684425198,0.0
2025-03-20,1317.636386291751,135.71027228564193,1374.0384340237924,286.97546015760815,0.03276894695342715,535.606678294253,0.0
2025-03-21,1065.989728003691,76.10474696405888,1554.5561779442637,395.9214974043542,0.027932898975435775,857.3999167846571,0.0
2025-03-22,793.7472852144789,59.586453658850544,1144.3275372313294,186.92344156189714,0.012471279085035947,640.402811054359,0.0
2025-03-23,1055.852526386792,41.18638718728303,1423.5344946875794,390.14190569320215,0.007081752195583775,689.2776042929477,0.0
2025-03-24,1202.7329971137751,12.457837975612783,1397.6757162527329,383.55801771701374,0.0019959881735781954,728.5734349526916,0.0
2025-03-25,1595.4199065921807,20.23799789553136,1087.3232312437547,268.6006839846965,0.003769113496253615,603.4144111703404,0.0
2025-03-26,1703.3838547858527,8.191092051086502,863.2424951619159,305.35378969335756,0.0005832371088202234,469.8281850706787,0.0
2025-03-27,1827.5150115329236,9.602382896917284,809.3305488409075,529.4607140516673,0.0012885405961295387,449.0900541369884,0.0
2025-03-28,1755.3584636988153,7.882617761029199,611.9863690088588,558.1678127817165,0.0007948874316296005,316.6039418621483,0.0
2025-03-29,2010.3482963707318,29.74647593487073,797.9822843219164,569.3801641275734,0.0001230705992599051,417.54265617430855,0.0
2025-03-30,2289.543379648366,1.1630010707767526,594.5776349750669,500.5169674922088,8.172781614142568e-05,264.19893508576513,0.0
2025-03-31,2338.9103624887493,2.105647382466598,712.5074367591974,594.8732186043754,8.271472123104668e-05,326.6032520504897,0.0
2025-04-01,2155.2232771089148,0.7018947790322774,847.8553840809955,804.1282365832803,4.273503738798919e-05,354.57110283339716,12.520061879342009
2025-04-02,2539.3116884008036,0.4422369414939638,898.8447713482063,674.3141432416088,3.440404474184355e-05,470.27221023970657,116.81491542413676
2025-04-03,2414.0687779934588,0.40900705476038335,649.4294547538057,687.165809707792,1.6313700014703217e-05,235.76205591430625,113.16487826217634
2025-04-04,2401.954976670942,25.471600348878294,726.3899673067372,679.9720611719077,1.279978911308631e-05,233.07778987195093,58.133591829793914
2025-04-05,2252.298188035137,0.14062577611586546,1055.4930676398535,568.0725693439446,4.312507123522361e-06,306.0654535404927,267.9300913519504
2025-04-06,1870.659935084511,0.06465723357983466,875.2874444713967,676.2147660180336,2.968472627693966e-06,418.89287088285573,258.88032334115064
2025-04-07,1992.995645314641,0.17483201259687342,905.077564154438,527.6107064347513,2.392705991204176e-06,274.9807814233591,324.1604682675079
2025-04-08,2062.0674309474966,0.08435111658933231,1049.3626888441763,330.1119476294191,2.4948527225328827e-06,614.5447676441062,243.82881132335973
2025-04-09,2045.4182872834178,0.06366582390201729,1200.6183300338278,234.60125888250622,1.1866422692654844e-06,515.7388004002237,228.55965638948024
2025-04-10,2453.4619100353448,0.047825005788901094,1256.5861896737756,152.05889655461363,4.771381037813582e-07,441.0880182405004,321.757160012839
2025-04-11,1836.304390943936,0.020621008571037016,1553.1640498030144,80.35817060733137,1.7618449190142868e-07,571.2826232168037,308.87014424415986
2025-04-12,1720.152245189731,0.016721139634767925,1399.4268398065242,119.92798712650328,1.153924702245079e-06,626.5131899611168,258.9630156225649
2025-04-13,1660.0723527902694,0.009880088126949432,1068.3969274145627,77.09417662487871,2.0577254240259553e-08,561.066017663516,233.36064539806912
2025-04-14,1485.8832134194222,0.028212855959688855,1426.4272508480842,24.26880232481458,4.37539659092818e-08,458.8037621804189,129.58875832754623
2025-04-15,1572.7623911445135,0.006848622031885635,1509.985564263556,10.286732779311802,2.682154038223772e-08,666.7048499551371,215.25361320862802
2025-04-16,1284.8683854883595,0.00439524391694182,1310.5300201180019,34.35671757883132,9.295927959071606e-08,647.7410649277009,172.49941655023022
2025-04-17,1477.9319037897278,0.003335177371280361,1406.438001896592,32.4243336713788,1.0294023829808286e-08,747.7925636810022,135.4098617736335
2025-04-18,1098.6664041068427,0.0016937459210895076,1257.3133161438225,5.058262543276021,3.349168688226626e-09,607.992496882415,305.967826574373
2025-04-19,1364.6048476638146,0.003949675737007339,1195.9590907842714,3.5434095176941223,4.5245698283637694e-09,596.325864356693,264.5628379972654
2025-04-20,1283.672513958989,0.0004167462856188421,643.2785021865237,1.4752293854560088,1.7598066279722242e-09,801.2177772296275,120.35556049135849
2025-04-21,1529.997149767106,0.0005912964689382964,953.7380756837697,3.9203687018488553,6.852909766724482e-10,581.6156536866562,305.7281608634646
2025-04-22,1612.444014964693,0.0002283943798038001,836.458483940278,1.405874322359245,1.0095713518725182e-09,440.49527658867413,134.19612178860615
2025-04-23,1898.599134349168,0.0003370451413434231,1060.8017639937207,0.8720379517851157,2.838443147257157e-10,520.4175759370922,169.30915072280902
2025-04-24,1745.5256816186647,0.00013628679335791704,938.0597127785563,0.5127422486049342,3.391732731530133e-10,472.27235205540256,118.62937501163857
2025-04-25,1573.0722647948264,0.00017472962012875386,964.6967477102633,0.9137777138453831,1.3445047491191003e-10,370.1235526869209,141.1934823643893
2025-04-26,2040.8175275528106,6.80377533035657e-05,858.041331346115,0.36150288265922026,1.520819129034501e-10,389.42674440549285,136.35282577501738
2025-04-27,1919.4353063616802,2.083269068417253e-05,733.6829288423039,0.10426578068898999,7.545991918315068e-11,299.3959564891051,147.38152169345565
2025-04-28,2238.0310858482367,5.8256120998323814e-05,703.2495795480683,0.2395236935766821,3.064893747205038e-11,332.3469099869217,226.13284266704477
2025-04-29,2928.2625870059537,3.2547947868319274e-05,1031.5896398834534,0.06693019458394074,1.872230210713135e-11,192.75938033516144,172.32143003288041
2025-04-30,1975.8791638903936,1.1896863672254685e-05,780.0278676707917,0.07784695652527476,1.1169050489626307e-11,239.94301711895267,279.07209246646187
