Weeks,Google Search,DV360,Facebook,AMS,TV,VOD,OOH,Radio,Numeric Distribution,RSP,Promotion,target1,target2
2020-01-06,2.414281100334212,3.179335723681312,2.112388815385968,1.3264979480968495,13.974317926788231,1.5443158496872127,4.754408040475884,0.0,0.7413011757687906,3.6433041352783224,0.9696236302419952,8.126477943059093,6.840064195465405
2020-01-13,1.9538290320713072,3.7124020020700983,1.1221138246041595,0.8411848785075133,8.097841488155101,1.4583984892889637,5.5369858376273084,0.0,0.701278539540953,3.6433041352783224,0.8535079496909301,7.033357359486677,5.944537026530459
2020-01-20,1.445275120470241,6.610629586034209,3.7930222959099407,0.8856548442000226,11.670005612971634,2.7421017560104435,0.0,0.854065651219727,0.7126817997306086,3.6433041352783224,0.9748421218851604,9.26567592798101,6.553764164998685
2020-01-27,3.695155647243305,2.694911931887555,2.0166906211133617,1.1309292315536694,9.87292050889851,4.760902119745169,0.0,0.9632235307138431,0.7186568950626291,3.6433041352783224,1.0,9.445138355881545,7.8255551853470084
2020-02-03,1.9091383314795416,3.047635930847779,1.8870421489552232,1.4789246879912596,7.598347968963381,2.9268698345476234,0.0,1.4753993903338534,0.7138447559570777,3.6433041352783224,0.9374660048786256,8.671741883156365,6.847198802149891
2020-02-10,5.053019761491211,2.0523670225314774,3.832523195131529,3.373490239397595,42.77773681903567,2.1420894698491906,2.25001043726152,2.9987317775963627,0.7116489785778088,3.6433041352783224,0.9867247545987876,12.151031672470305,10.740212621048697
2020-02-17,2.1281273087436863,2.4743111292291893,1.8564980110957985,1.6454564599379502,10.857956367381156,1.0706360442465286,0.0,0.0,0.7294921182386944,3.6433041352783224,0.9052960275458036,8.687366955213427,7.6403631183311935
2020-02-24,1.7169479214465928,2.1283540313769715,1.9836378619357955,1.0602828726211877,12.580535894581232,6.849878948336675,1.8349607059390205,0.7509177160459802,0.7254357119026084,3.6433041352783224,0.9061775503755276,7.85428729884143,7.109725454002636
2020-03-02,1.3890722954128054,2.3493507940801166,1.2783068313331114,1.5129814904955494,9.92259283223159,2.228568309026522,4.915396798921181,0.6448657746406955,0.7250679889482463,3.6433041352783224,0.974393070323366,7.270158437047737,6.993550297192893
2020-03-09,2.104878638410969,6.36263689912024,1.1769762663682142,1.6136811717980002,19.981888787489968,1.2900733369819248,0.0,1.045264594839681,0.7740024929326311,3.6433041352783224,0.8536159776986888,7.446994649901742,7.592298630416803
2020-03-16,2.1161906770465544,2.789444640937897,0.7991907035510902,1.341332462090403,33.51746706465173,1.3578907290455036,15.72105296346036,0.4929965872039271,0.7741696717251475,3.5949383788112503,0.9038548698670552,6.847333523384848,7.4953910458667075
2020-03-23,2.32031480316397,2.133149871681971,1.075721157707732,0.8572302854709102,16.019085110098278,2.7109930011254444,4.774219018809905,2.020818497050817,0.7842214663416489,3.822043761490357,1.0,6.58961473269556,7.067708792620756
2020-03-30,2.428526168645974,3.6520475979338394,1.8554737799172456,1.3445165192379886,13.468727936213012,2.053148308736716,0.0,0.6713172498530648,0.7502423917840361,3.822043761490357,0.8757093056564,6.661297362344292,7.797242287155284
2020-04-06,1.6993608339843511,2.98893045864099,1.533508023560619,1.5588417013482163,10.248600941518756,1.831748587855052,0.0,0.3560854197779967,0.7423208103759174,3.822043761490357,0.8538728258938303,5.666320752924596,7.721319466868008
2020-04-13,1.6649799089911164,2.500056562777742,1.8109975906196012,1.0876278492092346,7.221321634619993,0.9712098681193982,0.0,1.1469821025780476,0.7419247313947726,3.822043761490357,0.9437049514845036,5.641250145490612,7.338650507003846
2020-04-20,1.752548550389971,2.709069185342077,1.865265006736784,3.8637859615691257,15.384227749670208,0.8935715521519157,5.289544926114762,1.419235337896222,0.754956585524419,3.822043761490357,0.8714775274204799,6.49855231361252,8.036255667500757
2020-04-27,1.831975012133733,2.0311482563822274,1.414175905967309,1.0660050367364742,7.209572749199716,0.4848288309796518,7.45783303205271,1.714761452368968,0.7333251625112462,3.822043761490357,0.8947514631441306,4.597721654901923,6.965656551878192
2020-05-04,5.807014897085332,5.384104901934261,1.4150445133509535,0.9920843880361644,7.992379361758699,0.6400433282783613,4.8919103281981275,1.0201677830038824,0.7317282990169321,3.822043761490357,0.9466605602129726,6.8807434258755915,8.517901726723416
2020-05-11,3.601955467820135,2.1493191876827917,1.1183818512338766,1.4356089461517898,4.7253922349434925,1.0969364291652934,4.160520421283753,1.3455206530529351,0.7617079818716044,3.6181780884109584,0.9002679623332314,5.3082269175477,7.943091162592122
2020-05-18,1.707784260304186,2.8222933611423757,1.7437681141703243,0.7810211121101039,7.465071676320488,4.58829667574648,7.58782088942224,1.3660009539328672,0.7387899367132803,3.6181780884109584,0.935086923512933,4.349453165438873,7.413323289789716
2020-05-25,2.847707675428736,2.6269959619428693,1.632084991895013,0.6821990622705859,7.5461600113297855,1.0440399674987872,8.813714471336558,1.3106733528014798,0.7400705021951608,3.6181780884109584,0.9574145056113812,4.091841388951373,7.217876370683591
2020-06-01,1.9158631282344756,2.5078385818783167,1.4320257019300435,0.7907978095193563,7.172909650123058,0.4204608771734284,18.472247958321105,3.1919348796291076,0.727844939670189,3.6181780884109584,0.9826756167377334,4.311902173841657,7.078845118941868
2020-06-08,1.463298840347618,5.563014376375232,1.513523783961944,0.9987570315438784,3.4361572952329897,2.9653653549878936,9.753541567066424,0.7438949370970458,0.7212667823312227,3.6181780884109584,0.9243527427260178,4.116050178160069,7.627149234207826
2020-06-15,1.630090586672258,2.5265384716200097,1.588989867220879,1.1166770188655464,3.4227236067169864,4.1936968105173635,7.09402490356624,0.3214289562759532,0.7162392025372087,3.789409954345593,1.0,3.2487387823841516,7.507298928646251
2020-06-22,4.444982428548813,4.543695571556234,1.4379621723636515,0.8558876543046815,6.4834316909466665,0.9470228662643864,8.60483882222461,1.0796781339301913,0.6958414933862122,4.057262695020476,1.0,4.501361636047374,8.752267606164342
2020-06-29,1.411850381709432,6.01965677169792,5.475924466401297,1.203164148713559,5.05399661130622,1.2433051994030269,6.853919030621637,0.349927550476327,0.7213848618931973,4.057262695020476,0.9021880477334492,4.712325566233034,9.266879157729019
2020-07-06,1.933285322791936,1.7970991710671873,1.1032168575885477,1.366831202826332,4.285745312433452,4.849433315306108,5.841725104481576,1.053250246971935,0.6966477795558524,4.057262695020476,0.9371406490306402,3.522572240120419,7.183988925833605
2020-07-13,1.703977613627055,3.5723821789344137,1.6516416522566877,1.921395336743303,6.1394997483985305,0.907652655226287,4.794276149586621,0.3853736996690444,0.6704109114642893,4.057262695020476,0.9303118403535382,3.5276667422234094,7.126704820389638
2020-07-20,2.023020865381534,3.1825249699337608,1.0531555936905683,4.484618345503714,2.5879236763254543,0.922169603774928,8.07094378867597,1.0446174186943065,0.6475902273438426,4.057262695020476,0.8286270221648325,4.445627436447765,8.883046008927707
2020-07-27,1.1477998198627493,4.037785920754544,1.6013179826205988,1.3100948304968898,7.246522959497026,0.7534219643410567,7.600476753736401,0.44585195862699,0.6461165232503643,4.057262695020476,0.7547179013355467,2.279161111887867,6.700351926721191
2020-08-03,2.662022155201409,2.9973500850583905,2.121058369464765,1.8629335346397664,0.0,3.3708922098067755,9.122037615733255,0.8199772397763508,0.6544180506850364,4.057262695020476,0.7580399833318936,3.723193739787234,7.765811596201217
