,ds,os,y,channel_1,channel_2,channel_3,channel_4,channel_5,weekly_android,weekly_ios,trend_android,trend_ios,yearly_ios,yearly_android
863,2021-06-01,ios,0.2745980707395499,0.0,0.020794951612561677,0.0,0.0,0.0,0.32115765514682526,6.937783680882603e-13,0.0,0.9719148810928842,0.9968301983900651,0.6021396480057757
853,2021-06-01,android,0.13762057877813505,0.0,0.03574105838256782,0.0,0.0,0.0,8.325562461664049e-13,0.32255379232776865,0.6259440552149849,0.0,0.5033736033736576,0.9905291503415496
844,2021-06-02,android,0.27909967845659167,0.0,0.033246511233932616,0.0,0.0,0.0,0.05544714177534127,0.32255379232776865,0.6259168017582581,0.0,0.5033736033736576,0.9847892315278961
852,2021-06-02,ios,0.577491961414791,0.0,0.022332338055608497,0.0,0.0,0.0,0.32115765514682526,0.05631068670210776,0.0,0.9719978145283303,0.9996212908875901,0.6021396480057757
1748,2021-06-03,android,0.2257234726688103,0.0,0.031188192194481504,0.0,0.0,0.0,0.15645833305980686,0.32255379232776865,0.6258895483015312,0.0,0.5033736033736576,0.9777608047742687
1719,2021-06-03,ios,0.5054662379421222,0.0,0.021684348728373888,0.0,0.0,0.0,0.32115765514682526,0.1332915073560818,0.0,0.9720807479637764,0.9996871869231113,0.6021396480057757
776,2021-06-04,android,0.24887459807073956,0.0,0.03429261165110222,0.0,0.0,0.0,0.4913775603914806,0.32255379232776865,0.6258622948448045,0.0,0.5033736033736576,0.9695278132773795
790,2021-06-04,ios,0.4726688102893891,0.0,0.019761556868475107,0.0,0.0,0.0,0.32115765514682526,0.5215972773225079,0.0,0.9721636813992226,0.9969751568195993,0.6021396480057757
805,2021-06-05,ios,0.5864951768488745,0.0,0.0218918747220634,0.0,0.0,0.0,0.32115765514682526,0.9999999999999669,0.0,0.9722466148346688,0.9915107336614363,0.6021396480057757
798,2021-06-05,android,0.28360128617363345,0.0,0.036029053639116536,0.0,0.0,0.0,0.9999999999998866,0.32255379232776865,0.6258350413880778,0.0,0.5033736033736576,0.9602052021013817
862,2021-06-06,ios,0.8720257234726688,0.0,0.02899858119983906,0.0,0.0,0.0,0.32115765514682526,0.5136646421835763,0.0,0.9723295482701149,0.9833979032500968,0.6021396480057757
846,2021-06-06,android,0.38392282958199353,0.0,0.04618088643245876,0.0,0.0,0.0,0.5205442286198658,0.32255379232776865,0.625807787931351,0.0,0.5033736033736576,0.9499371310293184
864,2021-06-07,android,0.352411575562701,0.0,0.050585519767909704,0.0,0.0,0.0,0.024276322181879473,0.32255379232776865,0.6257805344746241,0.0,0.5033736033736576,0.9388942095357186
849,2021-06-07,ios,0.8231511254019293,0.0,0.02727908010926879,0.0,0.0,0.0,0.32115765514682526,0.03301243273080556,0.0,0.972412481705561,0.9728169278508266,0.6021396480057757
832,2021-06-08,android,0.21479099678456592,0.0,0.030781610655824493,0.0,0.0,0.0,6.321054790703329e-13,0.32255379232776865,0.6257532810178974,0.0,0.5033736033736576,0.9272698157715897
833,2021-06-08,ios,0.4372990353697749,0.0,0.01549668593693751,0.0,0.0,0.0,0.32115765514682526,5.450639939397206e-13,0.0,0.9724954151410071,0.9600198400152167,0.6021396480057757
871,2021-06-09,android,0.27202572347266885,0.08664628681932883,0.03443237405501556,0.0,0.0,0.0,0.05544714177560239,0.32255379232776865,0.6257260275611706,0.0,0.5033736033736576,0.9152755909755328
851,2021-06-09,ios,0.5787781350482315,0.0,0.09573724668064292,0.0,0.0,0.0,0.32115765514682526,0.056310686702323476,0.0,0.9725783485764533,0.9453237113880404,0.6021396480057757
866,2021-06-10,ios,0.4604501607717042,0.0,0.13544247506511659,0.020317890751902913,0.0,0.0,0.32115765514682526,0.13329150735652362,0.0,0.9726612820118995,0.9291018675726745,0.6021396480057757
854,2021-06-10,android,0.26688102893890675,0.08255017333679221,0.03756644008216335,0.053023184008806436,0.0,0.0,0.1564583330602238,0.32255379232776865,0.6256987741044439,0.0,0.5033736033736576,0.9031362277119467
1685,2021-06-11,android,0.26752411575562707,0.07459230478975544,0.04951400800457404,0.05492106428964573,0.0,0.0,0.4913775603919074,0.32255379232776865,0.625671520647717,0.0,0.5033736033736576,0.8910836939735022
1659,2021-06-11,ios,0.5395498392282958,0.0,0.1616119263918006,0.011288276436079527,0.0,0.010505836575875487,0.32115765514682526,0.521597277322933,0.0,0.9727442154473455,0.9117732819225497,0.6021396480057757
1650,2021-06-12,android,0.28938906752411575,0.0885211541636205,0.06377400842809648,0.06620598461559114,0.0,0.0,0.9999999999997525,0.32255379232776865,0.6256442671909902,0.0,0.5033736033736576,0.8793510547244123
1681,2021-06-12,ios,0.5845659163987138,0.0,0.15977807424348306,0.0197356056436348,0.0,0.022006052745352358,0.32115765514682526,0.9999999999999216,0.0,0.9728271488827918,0.8937904367307143,0.6021396480057757
1735,2021-06-13,android,0.2707395498392283,0.10493950899700494,0.08616987484912013,0.05691291565424011,0.0,0.0,0.5205442286194395,0.32255379232776865,0.6256170137342635,0.0,0.5033736033736576,0.8681660673056686
1752,2021-06-13,ios,0.5054662379421222,0.0,0.1630095504309341,0.035151897544669825,0.0,0.018287937743190662,0.32115765514682526,0.5136646421831248,0.0,0.9729100823182377,0.8756259880639574,0.6021396480057757
842,2021-06-14,ios,0.43601286173633447,0.0,0.1490036634690723,0.020037655555704716,0.0,0.00743623000432339,0.32115765514682526,0.03301243273082344,0.0,0.972993015753684,0.8577586090007434,0.6021396480057757
858,2021-06-14,android,0.23536977491961417,0.12018017593094829,0.0910615589860873,0.02740767341021063,0.0,0.0,0.02427632218196224,0.32255379232776865,0.6255897602775367,0.0,0.5033736033736576,0.8577447367847955
838,2021-06-15,ios,0.4508038585209003,0.0,0.13354932977574488,0.015189754466982588,0.0,0.009381755296152183,0.32115765514682526,7.265854584659337e-13,0.0,0.97307594918913,0.8406584141143005,0.6021396480057757
861,2021-06-15,android,0.21864951768488747,0.1504094639530222,0.08996887110094658,0.042886053348726694,0.0,0.0,8.429368314466501e-13,0.32255379232776865,0.6255625068208098,0.0,0.5033736033736576,0.8482850215093166
1731,2021-06-16,ios,0.44630225080385855,0.0,0.11978061537809966,0.02791276798539421,0.0,0.012278426286208389,0.32115765514682526,0.05631068670253925,0.0,0.9731588826245763,0.8247723848100595,0.6021396480057757
1713,2021-06-16,android,0.2533762057877813,0.16735844161969674,0.13301569150625756,0.04159059483696017,0.0,0.0,0.05544714177586346,0.32255379232776865,0.6255352533640831,0.0,0.5033736033736576,0.8399608776447542
1749,2021-06-17,android,0.2540192926045016,0.19504958375586634,0.18066620079198698,0.05668302211005356,0.0,0.0,0.1564583330594218,0.32255379232776865,0.6255079999073563,0.0,0.5033736033736576,0.8329168243668217
1706,2021-06-17,ios,0.46816720257234723,0.0,0.09461067700061411,0.03473238377790606,0.0,0.011932555123216603,0.32115765514682526,0.1332915073556344,0.0,0.9732418160600224,0.8105102200207366,0.6021396480057757
816,2021-06-18,ios,0.5337620578778135,0.0,0.06292272833153337,0.02738418063927186,0.0,0.018763510592304366,0.32115765514682526,0.5215972773207797,0.0,0.9733247494954687,0.798231029550991,0.6021396480057757
803,2021-06-18,android,0.3093247588424437,0.3648002499823126,0.22093047879211403,0.05280839296022338,0.0,0.0,0.4913775603898616,0.32255379232776865,0.6254807464506296,0.0,0.5033736033736576,0.8272631988025111
1696,2021-06-19,ios,0.6765273311897106,0.0,0.06310907820341782,0.031129599548938798,0.0,0.028837008214440123,0.32115765514682526,0.9999999999999598,0.0,0.9734076829309146,0.7882312681697877,0.6021396480057757
1647,2021-06-19,android,0.3665594855305466,0.5645900643822371,0.21564068356521188,0.04524539877300614,0.0,0.0,0.9999999999998764,0.32255379232776865,0.6254534929939026,0.0,0.5033736033736576,0.8230722521276217
1705,2021-06-20,ios,0.5749196141479099,0.0,0.060762763907418,0.030547314440670686,0.0,0.018590575010808474,0.32115765514682526,0.5136646421824929,0.0,0.9734906163663607,0.7807342778261764,0.6021396480057757
1766,2021-06-20,android,0.33504823151125407,0.6829793882508314,0.22461088876183216,0.04672040917694755,0.0,0.0,0.5205442286187272,0.32255379232776865,0.625426239537176,0.0,0.5033736033736576,0.8203752159119515
865,2021-06-21,ios,0.4546623794212219,0.0,0.05953878406708596,0.029877770468915706,0.0,0.009684392563769996,0.32115765514682526,0.033012432730274266,0.0,0.9735735498018069,0.7758817639013955,0.6021396480057757
860,2021-06-21,android,0.2533762057877813,0.6806195905950051,0.2560997818859454,0.05026110536843377,0.0,0.0,0.024276322181271237,0.32255379232776865,0.6253989860804492,0.0,0.5033736033736576,0.819160441493583
836,2021-06-22,android,0.284887459807074,0.6124257128033395,0.23986616691019208,0.028760185794257025,0.0,0.0,4.083400284571326e-13,0.32255379232776865,0.6253717326237224,0.0,0.5033736033736576,0.8193726856115237
841,2021-06-22,ios,0.4392282958199357,0.0,0.05965737034919425,0.02764595722973245,0.0,0.008430609597924774,0.32115765514682526,3.224642775023767e-13,0.0,0.9736564832372531,0.7737274803137543,0.6021396480057757
1727,2021-06-23,ios,0.4816720257234727,0.0,0.06423988310780764,0.0282567692741405,0.0,0.01124081279723303,0.32115765514682526,0.05631068670213135,0.0,0.9737394166726991,0.7742333389263131,0.6021396480057757
1761,2021-06-23,android,0.28938906752411575,0.5095865858547745,0.2143531753594647,0.036135237813964105,0.0,0.0,0.05544714177541715,0.32255379232776865,0.6253444791669955,0.0,0.5033736033736576,0.8209135835711292
1736,2021-06-24,ios,0.45144694533762064,0.0,0.06529021874933826,0.027958075472204694,0.0,0.010376134889753568,0.32115765514682526,0.1332915073558447,0.0,0.9738223501081453,0.7772680927075893,0.6021396480057757
1717,2021-06-24,android,0.284887459807074,0.6001093672617503,0.21422611862863436,0.03630472137573667,0.0,0.0,0.1564583330596125,0.32255379232776865,0.6253172257102688,0.0,0.5033736033736576,0.8236433177878457
1697,2021-06-25,ios,0.5344051446945337,0.0,0.05069987082565699,0.07520371588514049,0.0,0.014699524427150888,0.32115765514682526,0.5215972773213101,0.0,0.9739052835435914,0.7826086712631453,0.6021396480057757
1655,2021-06-25,android,0.3202572347266881,0.6852478008631465,0.20227008025750165,0.11941878884697481,0.0,0.0,0.49137756039034264,0.32255379232776865,0.6252899722535421,0.0,0.5033736033736576,0.8273834556074038
1703,2021-06-26,android,0.419935691318328,0.7087882932811358,0.20537873493848338,0.12403511833644333,0.0,0.0,0.9999999999998713,0.32255379232776865,0.6252627187968153,0.0,0.5033736033736576,0.8319208968237302
1674,2021-06-26,ios,0.7774919614147909,0.0,0.053397708743620695,0.07665691157321018,0.0,0.014483354950281021,0.32115765514682526,0.999999999999956,0.0,0.9739882169790376,0.7899441736657948,0.6021396480057757
1714,2021-06-27,ios,0.6385852090032155,0.0,0.05003070537661733,0.07868064598407862,0.0,0.011716385646346736,0.32115765514682526,0.5136646421818607,0.0,0.9740711504144838,0.7988824490090709,0.6021396480057757
1721,2021-06-27,android,0.3588424437299036,0.8702980921161239,0.22105753552294433,0.12843497872226176,0.0,0.0,0.5205442286180146,0.32255379232776865,0.6252354653400884,0.0,0.5033736033736576,0.8370128392743132
1758,2021-06-28,android,0.264951768488746,0.7601363700681556,0.23524977235669062,0.12941328482635486,0.0,0.0,0.02427632218254394,0.32255379232776865,0.6252082118833616,0.0,0.5033736033736576,0.8423926412229998
1738,2021-06-28,ios,0.4340836012861736,0.0,0.045829362810494885,0.07833496664026526,0.0,0.009857328145265888,0.32115765514682526,0.033012432731399755,0.0,0.9741540838499299,0.8089591218886767,0.6021396480057757
1745,2021-06-29,ios,0.41221864951768494,0.0,0.04729475043940453,0.0707501577371763,0.0,0.02174664937310852,0.32115765514682526,5.039857420285898e-13,0.0,0.9742370172853759,0.8196488501303804,0.6021396480057757
1755,2021-06-29,android,0.245016077170418,0.7127488031507205,0.21976155686847512,0.13053422561114766,0.0,0.0,6.191158696822185e-13,0.32255379232776865,0.6251809584266349,0.0,0.5033736033736576,0.8477764327993162
1715,2021-06-30,ios,0.3421221864951769,0.0,0.05811998390614743,0.07451403525258085,0.0,0.02187635105923044,0.32115765514682526,0.05631068670234707,0.0,0.9743199507532404,0.830378537523342,0.6021396480057757
1765,2021-06-30,android,0.21157556270096464,0.5222080395255053,0.19260953349003665,0.13508846706313515,0.0,0.0,0.055447141775678166,0.32255379232776865,0.6251537049667302,0.0,0.5033736033736576,0.8528703063328226
823,2021-07-01,ios,0.2392282958199357,0.0,0.08254028757173412,0.07820911251023613,0.0,0.005231301340250757,0.32115765514682526,0.1332915073558235,0.0,0.9744028842211048,0.8405421669075772,0.6021396480057757
800,2021-07-01,android,0.1517684887459807,0.6273052614201825,0.18901382800753871,0.152785235800298,0.0,0.0,0.15645833305957688,0.32255379232776865,0.6251264515068256,0.0,0.5033736033736576,0.8573778976458459
1657,2021-07-02,android,0.2347266881028939,0.5871695398910455,0.19945789128179067,0.08851908284222255,0.0,0.0,0.4913775603907693,0.32255379232776865,0.6250991980469208,0.0,0.5033736033736576,0.8610081577882658
1642,2021-07-02,ios,0.3697749196141479,0.0,0.08355250619401564,0.08556906203433971,0.0,0.022784262862083876,0.32115765514682526,0.5215972773217351,0.0,0.9744858176889691,0.8495168703650459,0.6021396480057757
743,2021-07-03,android,0.3704180064308682,0.7187109402636607,0.20944031510069247,0.09333510088467063,0.0,0.0,0.999999999999733,0.32255379232776865,0.6250719445870162,0.0,0.5033736033736576,0.8634831076726766
714,2021-07-03,ios,0.6141479099678456,0.0,0.09005357558816679,0.09325287618638493,0.0,0.022654561175961957,0.32115765514682526,0.9999999999999203,0.0,0.9745687511568336,0.8566798148716246,0.6021396480057757
1726,2021-07-04,ios,0.5067524115755627,0.0,0.08014738580776316,0.1091943993234082,0.0,0.01824470384781669,0.32115765514682526,0.5136646421815896,0.0,0.974651684624698,0.8614254547182703,0.6021396480057757
1707,2021-07-04,android,0.32797427652733124,0.8501860127821145,0.22440759799250365,0.11027338873152462,0.0,0.0,0.5205442286178745,0.32255379232776865,0.6250446911271116,0.0,0.5033736033736576,0.8645453668303948
1730,2021-07-05,ios,0.3491961414790997,0.0,0.05955148974016899,0.09566927548294425,0.0,0.010376134889753568,0.32115765514682526,0.03301243273085064,0.0,0.9747346180925625,0.8631826871165331,0.6021396480057757
1704,2021-07-05,android,0.2572347266881029,0.6303637124731741,0.25498168265463866,0.09378985380784256,0.0,0.0,0.024276322181852883,0.32255379232776865,0.6250174376672069,0.0,0.5033736033736576,0.8639652520957312
1734,2021-07-06,android,0.22893890675241158,0.49125798882154564,0.24680769963788832,0.08445315541474809,0.0,0.0,4.1888714719107156e-13,0.32255379232776865,0.6249901842073021,0.0,0.5033736033736576,0.8615472523279719
1724,2021-07-06,ios,0.4141479099678457,0.0,0.062300150350464815,0.06859889114121169,0.0,0.011802853437094684,0.32115765514682526,3.551603455775876e-13,0.0,0.9748175515604268,0.8614314451467848,0.6021396480057757
1750,2021-07-07,ios,0.35176848874598077,0.0,0.07003790525803105,0.08477702004268972,0.0,0.009641158668396023,0.32115765514682526,0.056310686702251034,0.0,0.9749004850282912,0.8557182727239974,0.6021396480057757
1708,2021-07-07,android,0.22379421221864954,0.3151206872155272,0.21791076382271352,0.12294438254285753,0.0,0.0,0.05544714177558552,0.32255379232776865,0.6249629307473975,0.0,0.5033736033736576,0.8571357010244911
